output:tensor([[-0.4181]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6985]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6985]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7605]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7347]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8034]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9378]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9200]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9229]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8584]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8725]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9721]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9288]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9682]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8772]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9092]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9626]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9486]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.0531]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.0859]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.0601]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.1380]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9965]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9727]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.1448]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9753]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.0667]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.2250]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.0832]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9669]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8768]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.0881]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.0333]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.1296]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-1.1666]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9628]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9464]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9399]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9557]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9086]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9135]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9245]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9333]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8370]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8713]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.9325]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7940]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8985]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7856]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8849]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7682]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8096]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.8116]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7634]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7478]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7536]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7909]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7572]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7125]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7550]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7783]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7794]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7543]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6974]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.7206]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6756]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6786]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6810]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6530]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6746]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6643]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6610]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6627]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6335]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6293]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6512]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6391]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6178]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6197]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6156]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.6087]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5865]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5982]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5988]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5824]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5810]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5754]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5703]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5634]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5620]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5562]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5545]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5481]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5427]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5380]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5341]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5309]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5285]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5210]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5181]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5200]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5126]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5107]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5077]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5035]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.5001]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4993]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4975]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4923]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4872]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4856]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4829]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4800]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4784]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4742]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4736]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4696]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4671]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4660]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4636]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4613]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4584]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4573]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4562]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4548]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4505]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4469]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4499]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4453]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4434]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4377]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4409]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4390]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4353]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4321]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4339]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4369]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4291]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4254]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4253]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4222]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4208]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4240]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4256]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4157]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4100]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4252]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4021]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4085]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4086]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4165]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4301]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4080]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3987]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4143]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3806]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4234]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3880]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3812]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4002]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3885]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3851]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3795]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.4108]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3754]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3855]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3688]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3859]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3645]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3759]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3583]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3925]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3638]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3479]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3519]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3429]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3360]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3479]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3707]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3512]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3293]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3499]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3168]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3136]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3215]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3106]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3316]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3390]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2842]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2961]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2947]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3163]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2866]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2855]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2583]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2677]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2866]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2745]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2403]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2230]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2226]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2125]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2111]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2251]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1526]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2130]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2476]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2070]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1799]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2162]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1699]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1437]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1594]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0429]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2109]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0856]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1040]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1347]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0931]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0573]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0542]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0775]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0445]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1593]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1319]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1350]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0054]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0692]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1136]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0500]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1369]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0155]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0652]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0927]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0198]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1174]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1905]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0072]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1525]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1555]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2208]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1438]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0528]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1451]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1896]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1845]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2375]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2587]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2553]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2417]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2199]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2565]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2436]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.3425]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.4107]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.5311]], device='cuda:0', grad_fn=<AddmmBackward0>)
