output:tensor([[-0.2815]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0012]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0201]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0398]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0666]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0780]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0861]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1010]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1223]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1392]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1777]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1857]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2375]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2725]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2750]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.3002]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.3060]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.3641]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.4147]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.4514]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.4725]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.4997]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.5537]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.6106]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.5853]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.6879]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.7847]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.7840]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.8597]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.9803]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.9793]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.0712]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.0965]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.1858]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.3360]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.4119]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.5339]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.5998]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.6750]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.7207]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.8309]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.8953]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.0413]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.1570]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.2929]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.4290]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.5683]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.6907]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.9795]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.9605]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.8936]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.0426]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.2163]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.0851]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.2982]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.2250]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.3591]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.2199]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.1783]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.1639]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.9924]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[3.0583]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.8702]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.8834]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.4753]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.4921]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.3003]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.4412]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.3053]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[2.1868]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.9967]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.7282]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.8026]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.6881]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.6473]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.5173]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.4442]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.3878]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.2577]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.2186]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.0414]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[1.0205]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.9978]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.8903]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.8390]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.7531]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.7075]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.6451]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.6174]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.5594]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.5365]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.4729]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.4344]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.3970]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.3301]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.3345]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.3068]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.3253]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2450]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2186]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2080]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2009]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.2051]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1534]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1028]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.1098]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0745]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0775]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0681]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0300]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0429]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0272]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0192]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[0.0027]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0168]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0289]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0147]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0373]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0504]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0456]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0513]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0654]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0770]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0777]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0733]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0867]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0938]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.0999]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1031]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1101]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1063]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1138]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1153]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1217]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1243]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1196]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1306]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1319]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1351]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1353]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1397]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1427]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1446]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1475]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1496]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1505]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1543]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1545]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1567]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1582]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1585]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1620]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1634]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1651]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1662]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1678]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1693]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1709]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1723]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1732]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1749]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1760]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1775]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1788]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1801]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1813]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1825]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1842]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1850]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1864]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1874]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1888]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1897]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1908]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1920]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1932]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1942]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1953]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1964]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1974]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1986]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.1996]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2007]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2018]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2028]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2040]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2050]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2060]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2072]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2080]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2091]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2100]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2113]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2124]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2135]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2145]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2159]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2163]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2180]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2191]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2199]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2215]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2226]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2237]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2247]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2261]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2271]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2283]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2295]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2305]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2316]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2327]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2336]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2348]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2358]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2368]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2378]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2388]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2398]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2409]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2418]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2428]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2438]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2449]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2457]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2469]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2478]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2494]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2503]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2514]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2522]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2531]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2542]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2554]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2571]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2579]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2587]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2601]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2618]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2620]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2633]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2641]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2656]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2659]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2676]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2686]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2687]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2741]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2704]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2733]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2726]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2773]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2756]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2759]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2785]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2784]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2831]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2800]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2825]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2838]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2842]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2874]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2868]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2861]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2861]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2948]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2876]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2882]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2895]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2954]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2904]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2924]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2917]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2987]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2895]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2926]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2922]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2955]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2922]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2927]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2922]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2936]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2951]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2921]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2949]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2958]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2877]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2948]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2932]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2956]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2954]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2950]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2912]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3018]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3005]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2892]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.3029]], device='cuda:0', grad_fn=<AddmmBackward0>)
output:tensor([[-0.2945]], device='cuda:0', grad_fn=<AddmmBackward0>)
